Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market.1,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,RICs,bestMatch,symbol,error,best_RIC,RIC_LSE
154084748994,154084748994,1867596,UKC,BM,BM,2004-04-23,Public Recruitment Group PLC,4295897613.0,IPO,Live,United Kingdom,2004-03-22,,9.99999976,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Collins Stewart Tullett Plc,UK Common Stock,1.36,-999.0,2.41,,,GB00B00LM737,"['SYSA.L^I08', 'SYSA.BE^F08', 'SYSA.PO^L07', 'SYSAl.INS^I08', 'SYSA.PO^I08']",{'error': 'No best match available'},GB00B00LM737,,,
154084749039,154084749039,1822120,UKC,BM,BM,2003-10-22,Romag Holdings PLC,4295898959.0,IPO,Live,United Kingdom,,,8.01,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Consumer Cyclicals,Bell Lawrie White & Co,UK Common Stock,0.45,-999.0,0.761,,,,,,,,,
154084749045,154084749045,1822176,UKC,BM,BM,2003-11-03,Straight PLC,4295898997.0,IPO,Live,United Kingdom,2003-10-23,,1.523,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Basic Materials,Durlacher & Co,UK Common Stock,0.8,-999.0,1.34,,,GB0033695486,"['STTU.L^H14', 'STTU.BE^A12', 'STTgb.PZ^A12', 'STTU.TG^A12', 'STTUl.INS^K08', 'STTl.BCO^L14', 'STTU.mGBP^D12', 'STTU.mEUR^D12', 'STTU.PO^L08']",{'error': 'No best match available'},GB0033695486,,,
154084749083,154084749083,1823364,UKC,BM,BM,2003-11-17,MonsterMob Group PLC,4295894398.0,IPO,Live,United Kingdom,2003-10-30,,8.0599968,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Teather & Greenwood Ltd,UK Common Stock,1.35,-999.0,2.284,,,GB0033768507,"['MOB.L^G07', 'OER.F^G07', 'OER.DE^G07', 'OER.BE^G07', 'MSMBF.PK^H09', 'MOBl.INS^G07', 'OER.DEU^H07', 'MOB.PO^G07']",{'error': 'No best match available'},GB0033768507,,,
154084749260,154084749260,1862210,UKC,BM,BM,2004-03-08,RAB Capital PLC,4295897358.0,IPO,Live,United Kingdom,2004-03-08,,8.0,London AIM,Ordinary Or Common Shares,Placement,na,Financials,KBC Peel Hunt Ltd,UK Common Stock,0.25,-999.0,0.462,,,GB0034367325,,{'error': 'No best match available'},GB0034367325,Unknown symbol,,
154084749293,154084749293,1817881,UKC,BM,BM,2003-10-13,General Industries PLC,4295896943.0,IPO,Live,United Kingdom,2003-10-13,,0.57,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Financials,KBC Peel Hunt Ltd,UK Common Stock,0.25,-999.0,0.416,,,,,,,,,
154084749525,154084749525,1862266,UKC,BM,BM,2004-03-25,Polaron PLC,4295894871.0,IPO,Live,United Kingdom,2004-03-29,,10.3579995,London AIM,Ordinary Or Common Shares,Placement,na,Healthcare,Arbuthnot Securities Ltd,UK Common Stock,1.5,-999.0,2.711,,,GB00B00CRV53,"['POL.L^D07', 'POLU.BE^D07', 'POL.PO^D07']",{'error': 'No best match available'},GB00B00CRV53,,,
154084749742,154084749742,1843115,UKC,BM,BM,2004-01-13,Enition plc,4295897704.0,IPO,Live,United Kingdom,2003-12-24,,0.29898,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Seymour Pierce Ltd,UK Common Stock,0.05,-999.0,0.092,,,GB0034042126,,{'error': 'No best match available'},GB0034042126,Unknown symbol,,
154084749776,154084749776,1847347,UKC,BM,BM,2004-03-19,Central African Gold PLC,4295894446.0,IPO,Live,South Africa,2004-03-23,,1.109999975,London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Hichens Harrison,UK Common Stock,0.035,-999.0,0.32,,,GB0034118470,,{'error': 'No best match available'},GB0034118470,Unknown symbol,,
154084749865,154084749865,1818864,UKC,BM,BM,2003-10-28,Community Broking Group PLC,4295897712.0,IPO,Live,United Kingdom,2003-10-15,,0.79999992,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Financials,Insinger Townsley,UK Common Stock,0.36,-999.0,0.61,,,,,,,,,
154084749947,154084749947,1832698,UKC,BM,BM,2003-11-20,Trans-Siberian Gold PLC,4295899002.0,IPO,Live,Russia,,,15.999999,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Basic Materials,Collins Stewart Ltd,UK Common Stock,1.5,-999.0,2.556,,,GB0033756866,"['TSG.L^H21', 'TSGU.F^H21', 'TSGU.DE^E11', 'TSGl.TRE^H21', 'TSGU.SG^H21', 'TSGU.D^K20', 'TSGU.BE^A12', 'TSBGF.PK^H09', 'TSGU.xt^H21', 'TSGgb.PZ^A12', 'TSGU.TG^A12', 'TSGl.BCU^L21', 'TSGl.INS^K08', 'TSGl.TBEA^E22', 'UJ1.QTX^K20', 'TSG.BN^H21', 'TSG.PO^L08', 'TSGU.DEU^H21', 'TSGl.TBEA^F21', 'TSGl.TWEA^J20', 'TSGU.TG^K20', 'TSGl.TBEA^I21', 'TSGl.BCO^L21', 'TSGl.DAp^G21', 'TSGl.TRU^H21', 'TSGl.TRXA^K20', 'TSGl.ICEM^F21']",{'error': 'No best match available'},GB0033756866,,,
154084749949,154084749949,1862864,UKC,BM,BM,2004-03-22,European Nickel PLC,4295893839.0,IPO,Live,United Kingdom,2004-03-16,,15.0,Australia|London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Canaccord Capital (Europe) Ltd,UK Common Stock,0.32,-999.0,0.591,,,GB0034265404,,{'error': 'No best match available'},GB0034265404,Unknown symbol,,
154084750022,154084750022,1846074,UKC,BM,BM,2004-01-28,Business Serve PLC,4295899090.0,IPO,Live,United Kingdom,2004-01-15,,5.29999938,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Teather & Greenwood Ltd,UK Common Stock,0.78,-999.0,1.414,,,GB0034223882,"['LGC.L^C06', 'LGC.BE^C06', 'BRV.PO^H06', 'LGC.PO^D06']",{'error': 'No best match available'},GB0034223882,,,
154084750089,154084750089,1863292,UKC,BM,BM,2004-03-05,Offshore Hydrocarbon Mapping PLC,4295898907.0,IPO,Live,United Kingdom,,,10.7499993,London AIM,Ordinary Or Common Shares,Placement,na,Energy,KBC Peel Hunt Ltd,UK Common Stock,1.7,-999.0,3.137,,,GB0034272194,"['RSI.L^D12', 'OHYMF.PQ^L13', 'OHYMF.PK^L13', 'OHM.BE^D12', 'RSIgb.PZ^A12', 'OHM.mEUR^D12', 'OHM.PO^L08', 'OHMl.INS^K08', 'OHM.TG^D12', 'OHM.mGBP^D12']",{'error': 'No best match available'},GB0034272194,,,
154084750092,154084750092,1863345,UKC,BM,BM,2004-04-02,Toledo Copper Corporation PLC,4295897342.0,IPO,Live,United Kingdom,2004-03-10,,2.499999975,London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Keith Bayley Rogers,UK Common Stock,0.028,-999.0,2.512,,,GB00B00K3B10,,{'error': 'No best match available'},GB00B00K3B10,Unknown symbol,,
154084750174,154084750174,1820481,EC,BM,BM,2003-10-21,Crown Corporation Ltd,4297264888.0,IPO,Live,Bermuda,2003-10-21,,220.0,London AIM,Ordinary Or Common Shares,Best Efforts,na,Financials,Insinger Townsley,Euro & Foreign Common Stock,5.0,-999.0,,,,,,,,,,
154084750246,154084750246,1837590,UKC,BM,BM,2003-12-15,Aricom PLC,4295898968.0,IPO,Live,United Kingdom,2003-12-15,,4.00410825,London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Canaccord Capital (Europe) Ltd,UK Common Stock,0.15,-999.0,0.26,,,GB0033990283,"['OREAGBP.xbo^D09', 'OREA.L^D09', 'OREA.F^D09', 'OREA.DE^D09', 'OREAGBP.PAp^A10', 'TIOEUR.PAp^K07', 'OREA.VX^B09', 'TIOGBP.PAp^K07', 'OREAEUR.PAp^A10', 'OREAEUR.DEp^D09', 'OREAGBP.DEp^K09', 'OREA.SG^D09', 'OREA.MU^D09', 'OREA.BE^D09', 'ARPLF.PK^D09', 'OREAEUR.SGp^K09', 'OREAGBP.CHIp^D09', 'OREAl.BS^D09', 'OREAl.TQ^D09', 'OREAGBP.SGp^K09', 'TIOGBX.OLp^G08', 'TIOEUR.OLp^K07', 'TIOGBP.STp^K07', 'OREAGBP.STp^A10', 'OREAGBP.OLp^L09', 'TIOEUR.STp^K07', 'OREAEUR.OLp^A10', 'TIOGBP.OLp^K07', 'OREAEUR.STp^A10', 'OREA.PZ^D09', 'OREAEUR.VIp^K09', 'OREA.xEUR^A09', 'OREAGBP.BUp^D09', 'TIO.xEUR^J08', 'OREA.xGBP^A09', 'TIO.xGBP^E08', 'OREAGBP.EDv^A10', 'OREA.DEU^D09', 'OREA.rEUR^J09', 'OREA.rGBP^J09', 'TIO.rEUR^J07', 'OREA.mEUR^D09', 'OREA.PO^K07', 'OREAl.NQX^D09', 'OREA.PO^L08', 'OREAEUR.Ip^K09', 'OREAGBP.ED^D09', 'OREAGBP.xt^L09', 'TIOEUR.Ip^K07', 'OREAl.CHI^D09', 'OREAGBP.VIp^K09', 'OREAGBP.Ip^K09', 'OREAGBP.PZp^B09', 'TIOGBP.Ip^K07', 'OREA.mGBP^D09', 'OREAGBP.EDv^D09', 'OREA.PO^J07', 'OREAEUR.BUp^D09', 'OREAEUR.xt^L09', 'TIO.rGBP^J07']",{'error': 'No best match available'},GB0033990283,,,
154084750362,154084750362,1862312,EC,BM,BM,2004-03-19,GoldStone Resources Ltd,4295894230.0,IPO,Live,South Africa,,,5.6,London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Westhouse Securities LLP,Euro & Foreign Common Stock,0.25,-999.0,4.582,,,GB0034388354,,{'error': 'No best match available'},GB0034388354,Unknown symbol,,
154084750372,154084750372,1856417,UKC,BM,BM,2004-02-18,Reflexion Cosmetics Plc,4295897736.0,IPO,Live,United Kingdom,2004-02-18,,0.50000002,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Consumer Non-Cyclicals,WH Ireland Ltd,UK Common Stock,0.13,-999.0,0.245,,,GB0034302280,"['RFX.L^J06', 'RFX.BE^J06', 'RFX.PO^J06']",{'error': 'No best match available'},GB0034302280,,,
154084750590,154084750590,1846847,UKC,BM,BM,2004-03-01,Centaur Holdings PLC,4295894465.0,IPO,Live,United Kingdom,2004-01-24,,131.895934,London AIM,Ordinary Or Common Shares,Accelerated Bookbuilt,na,Consumer Cyclicals,Numis Securities Ltd,UK Common Stock,1.0,-999.0,1.869,,,GB0034291418,"['CAU.L', 'CAUGBP.xbo', 'CAUgb.ASE', 'CAUl.TRE', 'CAUl.BS', 'CAUUF.PK', 'CAUUF.PQ', 'CAUl.CHI', 'CAU.xt', 'CAUl.TRU', 'CAUl.BCU', 'CAUl.AQX', 'CAUl.SIG', 'CAU.SMp^J17', 'CAU.VX^B09', 'CAU.PAp^C18', 'CAUGBP.DEp^A18', 'CAUGBP.PAp^B17', 'CAUEUR.PAp^B17', 'CAUEUR.DEp^A18', 'CAUl.TQ^H19', 'CAU.SGp^L17', 'CAUGBP.SGp^L17', 'CAUEUR.MIp^L17', 'CAU.Sp^J18', 'CAUEUR.SGp^L17', 'CAUGBP.CHIp^E12', 'CAUGBX.OLp^G08', 'CAUGBP.STp^J18', 'CAUEUR.OLp^E10', 'CAUGBP.OLp^E10', 'CAUEUR.STp^J18', 'CAUgb.PZ^A12', 'CAUGBP.BUp^L11', 'CAU.rGBP^J09', 'CAUGBP.Ip^G19', 'CAU.PO^L08', 'CAUl.MSF^I21', 'CAUGBP.VIp^J18', 'CAU.MB^L17', 'CAU.mEUR^L14', 'CAUEUR.Ip^G19', 'CAUEUR.VIp^J18', 'CAUl.INS^K08', 'CAUl.TRXA^G21', 'CAUGBP.PZp^B09', 'CAUl.NXT^E20', 'CAUl.ED^B17', 'CAUEUR.BUp^K11', 'CAUl.ICEM^L22', 'CAUl.EDv^B17', 'CAUl.BCO']",{'RIC': 'CAU.L'},GB0034291418,,,CAU.L
154084750594,154084750594,1846873,UKC,BM,BM,2003-11-25,Access Intelligence PLC,4295897469.0,IPO,Live,United Kingdom,,,0.1999998,London AIM,Ordinary Or Common Shares,Placement,na,Technology,WH Ireland Ltd,UK Common Stock,0.37,-999.0,6.277,,,GB0033835264,"['ACCI.L', 'ACCl.TRE', 'ACCl.BCU', 'ACCl.TRU', 'AYP.BE^A12', 'ACCgb.PZ^A12', 'ACCI.PO^L08', 'AYP.TG^A12', 'ACCIl.INS^K08', 'ACCl.BCO']",{'error': 'No best match available'},GB0033835264,,,ACCI.L
154084750809,154084750809,1869823,UKC,BM,BM,2004-05-06,Newport Networks Group PLC,4295898957.0,IPO,Live,United Kingdom,2004-05-07,,26.99999999,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Evolution Beeson Gregory Ltd,UK Common Stock,0.71,-999.0,1.274,,,GB00B00ST620,"['NNG.L^C09', 'NPWKF.PK^C09', 'NN9.BE^C09', 'NNG.mEUR^C09', 'NNGGBP.PZ^C09', 'NNG.PO^L08', 'NNGl.INS^K08', 'NNG.mGBP^C09']",{'error': 'No best match available'},GB00B00ST620,,,
154084750981,154084750981,1817141,UKC,BM,BM,2003-10-17,The Conygar Investment Co PLC,4295896599.0,IPO,Live,United Kingdom,2003-10-22,,4.1,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Real Estate,Bridgewell Ltd,UK Common Stock,0.5,-999.0,0.839,,,GB0033698720,"['CIC.L', 'CICgb.ASE', 'CICl.TRE', 'FLJ.BE', 'CICl.BCU', 'CICl.TRU', 'FLJ.BE^A12', 'COYGF.PQ^L15', 'COYGF.PK^L15', 'CICgb.PZ^A12', 'CICl.INS^K08', 'FLJ.TG^A12', 'CIC.PO^L08', 'CICl.BCO']",{'RIC': 'CIC.L'},GB0033698720,,,CIC.L
154084751067,154084751067,1855611,UKC,BM,BM,2004-03-12,Moneybox PLC,4295896710.0,IPO,Live,United Kingdom,,,47.5000001,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Industrials,Numis Securities Ltd,UK Common Stock,0.47,-999.0,0.847,,,GB0034260231,"['ATM.L^I05', 'ATMl.INS^G07', 'ATM.BE^I05', 'ATM.PO^H06']",{'error': 'No best match available'},GB0034260231,,,
154084751068,154084751068,1855613,UKC,BM,BM,2004-03-04,Oriel Resources PLC,4295896674.0,IPO,Live,United Kingdom,2004-02-16,,40.56,London AIM|TSXVenture,Ordinary Or Common Shares,Placement,na,Basic Materials,Canaccord Capital (Europe) Ltd,UK Common Stock,0.65,-999.0,1.188,,,GB0034246743,"['OLR.F^I08', 'OLR.L^I08', 'ORL.TO^I08', 'OLR.DE^I08', 'ORLRF.PK^J08', 'OLR.SG^I08', 'OLR.BE^I08', 'OLR.MU^I08', 'ORL.GO^I08', 'ORIR743I.RTS^F09', 'ORL.CXC^I08', 'OLRl.INS^I08', 'OLR.PO^I08', 'OLR.mEUR^I08', 'OLR.DEU^I08', 'OLR.mGBP^I08']",{'error': 'No best match available'},GB0034246743,,,
154084751072,154084751072,1855637,UKC,BM,BM,2004-03-04,ScreenFX PLC,4295897435.0,IPO,Live,United Kingdom,2004-02-13,,5.0,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Consumer Cyclicals,Seymour Pierce Ltd,UK Common Stock,0.1,-999.0,18.288,,,GB0034284835,,{'error': 'No best match available'},GB0034284835,Unknown symbol,,
154084751104,154084751104,1846435,UKC,BM,BM,2004-02-23,Civica PLC,4295894584.0,IPO,Live,United Kingdom,2004-02-23,,44.99999875,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Seymour Pierce Ltd,UK Common Stock,1.75,-999.0,3.269,,,GB0034284272,"['CIV.L^E08', 'CIV.BE^E08', 'CIVl.INS^I07', 'CIV.mGBP^E08', 'CIV.mEUR^E08', 'CIV.PO^E08', 'CIVl.INS^E08']",{'error': 'No best match available'},GB0034284272,,,
154084751319,154084751319,1834490,UKC,BM,BM,2003-12-12,Napier Brown Foods PLC,4295897892.0,IPO,Live,United Kingdom,2003-12-11,,9.9999999,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Consumer Non-Cyclicals,JM Finn & Co,UK Common Stock,1.1,-999.0,1.92,,,GB0034013762,"['NBF.L^J05', 'NBF.BE^J05', 'NBF.PO^J05']",{'error': 'No best match available'},GB0034013762,,,
154084751320,154084751320,1834538,UKC,BM,BM,2003-12-08,Immedia Broadcasting PLC,4295894245.0,IPO,Live,United Kingdom,2003-11-20,,4.4999999,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Consumer Cyclicals,Teather & Greenwood Ltd,UK Common Stock,1.1,-999.0,1.906,,,,,,,,,
154084751321,154084751321,1834550,UKC,BM,BM,2003-11-21,Erinaceous Group PLC,4295897863.0,IPO,Live,United Kingdom,,,14.1399999,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Real Estate,Collins Stewart Tullett Plc,UK Common Stock,1.3,-999.0,2.215,,,GB0033838276,"['ERGP.VX^B09', 'ERGPGBP.PAp^J14', 'ERGPEUR.PAp^J14', 'ERGPEUR.DEp^J14', 'ERGPGBP.DEp^J14', 'ERGP.L^J14', 'ERGP.PAp^J14', 'ERGPEUR.SGp^J14', 'ERGPEUR.MIp^J14', 'ERGP.SGp^L14', 'ERGUK.BE^H09', 'ERGPEUR.MIp^C10', 'ERGPGBP.SGp^J14', 'ERGPGBP.CHIp^E12', 'ERGPEUR.OLp^C08', 'ERGPGBX.OLp^G08', 'ERGPGBP.OLp^C08', 'ERGPGBP.OLp^E10', 'ERGPEUR.STp^C08', 'ERGPGBP.STp^J14', 'ERGPEUR.OLp^E10', 'ERGPGBP.STp^C08', 'ERGPEUR.STp^J14', 'ERGPGBP.PZp^B09', 'ERGPl.INS^K08', 'ERGPEUR.BUp^K11', 'ERGgb.PZ^A12', 'ERGP.xGBP^A09', 'ERGP.mGBP^J14', 'ERGP.mEUR^J14', 'ERGPGBP.Ip^J14', 'ERGPEUR.Ip^C08', 'ERGP.PO^L08', 'ERGP.rGBP^C08', 'ERGPEUR.Ip^J14', 'ERGP.xt^J14', 'ERGP.xEUR^A09', 'ERGPGBP.Ip^C08', 'ERGPGBP.VIp^J14', 'ERGPGBP.BUp^K11', 'ERGP.rGBP^J09', 'ERGP.rEUR^J09', 'ERGPEUR.VIp^J14', 'ERGP.rEUR^C08']",{'error': 'No best match available'},GB0033838276,,,
154084751434,154084751434,1868020,UKC,BM,BM,2004-03-24,Sovereign Reversions PLC,4295897810.0,IPO,Live,United Kingdom,2004-03-24,,18.3399996,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Charles Stanley & Co Ltd,UK Common Stock,2.6,-999.0,4.694,,,GB0008467432,"['SOVR.L^H10', 'SOVR.BE^E13', 'SREV.OF^D04', 'SOVRGBP.PZ^H10', 'SOVR.PO^L08', 'SOVRl.INS^K08', 'SOVR.mGBP^D12', 'SOVR.mEUR^D12', 'SOVR.TG^E13']",{'error': 'No best match available'},GB0008467432,,,
154084751566,154084751566,1839544,UKC,BM,BM,2003-12-01,Vista Group PLC,4295898914.0,IPO,Live,United Kingdom,,,0.2530002,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Consumer Cyclicals,WH Ireland Plc,UK Common Stock,0.95,-999.0,1.633,,,GB0033962787,"['VST.L^D08', 'VSTl.INS^D08', 'VST.PO^D08']",{'error': 'No best match available'},GB0033962787,,,
154084751568,154084751568,1839550,UKC,BM,BM,2003-12-12,Strategic Retail PLC,4295896520.0,IPO,Live,United Kingdom,,,0.3844503,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,WH Ireland Plc,UK Common Stock,0.9,-999.0,1.571,,,GB0033995894,"['SRR.L^F09', 'SRR.BE^F09', 'SRRGBP.PZ^F09', 'SRR.PO^L08', 'SRRl.INS^K08']",{'error': 'No best match available'},GB0033995894,,,
154084751801,154084751801,1831952,UKC,BM,BM,2003-12-05,Flightstore Group Plc,4295897473.0,IPO,Live,United Kingdom,2003-11-26,,2.0,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Industrials,Seymour Pierce Ltd,UK Common Stock,0.1,-999.0,0.173,,,GB0033884353,"['FLG.L^F07', 'FLG.BE^F07', 'FLG.PO^F07']",{'error': 'No best match available'},GB0033884353,,,
154084752025,154084752025,1822977,UKC,BM,BM,2003-10-29,Clapham House Group PLC,4295896669.0,IPO,Live,United Kingdom,2003-10-29,,14.25,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Noble & Co Ltd,UK Common Stock,1.0,-999.0,1.697,,,GB0033757492,"['CPH.L^K10', 'CPH.BE^K10', 'CHSGF.PK^E10', 'CPHGBP.PZ^K10', 'CPH.mEUR^I11', 'CPH.TG^K10', 'CPH.mGBP^I11', 'CPHl.INS^K08']",{'error': 'No best match available'},GB0033757492,,,
154084752028,154084752028,1822998,UKC,BM,BM,2004-10-05,Allergy Therapeutics PLC,4295894147.0,IPO,Live,United Kingdom,2003-10-27,,15.99999984,London AIM,Ordinary Or Common Shares,Offer for Sale,na,Healthcare,KBC Peel Hunt Ltd,UK Common Stock,0.73,-999.0,0.598,,,GB00B02LCQ05,"['AGY.L', 'HHU.F', 'HHU.SG', 'AGYTF.PK', 'AGYl.TRE', 'AGYTF.PQ', 'HHU.BE', 'AGY.xt', 'AGYl.BCU', 'AGYl.TRU', 'HHU.DEU', 'AGYgb.PZ^A12', 'AGY.mGBP^K14', 'HHU.TG^L19', 'AGYl.TWEA^J20', 'AGYl.INS^K08', 'AGYl.TRXA^K20', 'AGY.mEUR^K14', 'AGY.PO^L08', 'AGYl.DAp^E20', 'AGYl.DAp^J20', 'AGYl.BCO']",{'RIC': 'AGY.L'},GB00B02LCQ05,,,AGY.L
154084752029,154084752029,1823000,UKC,BM,BM,2003-12-02,Pixology PLC,4295894694.0,IPO,Live,United Kingdom,2003-10-27,,9.9999914,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Technology,Canaccord Capital (Europe) Ltd,UK Common Stock,1.4,-999.0,2.42,,,GB0033779165,"['PIX.L^G07', 'PIXl.INS^G07', 'PIX.BE^H07', 'PXLGF.PK^H09', 'PIX.PO^G07']",{'error': 'No best match available'},GB0033779165,,,
